,Current Status,Gender,Education,Occupation,Account type,Have minimum balance?,Have multiple accounts?,Own an active loan?,Use internet or mobile banking?,Has an active credit Card?,Ever defaulted on a loan?,Satisfied with bank service?,Any transaction in the past 24 months,Age,Opening balance,Current balance,Dist of residence from the bank,Quarterly activity rate,Months since last transaction
529,Inactive,Female,Graduate,Salaried,Salaried,No,Yes,No,Yes,No,No,No,Yes,26,0,1000.0,23.7912,0.0,5.4478
530,Active,Male,Graduate,Salaried,Current,Yes,Yes,No,Yes,No,No,Yes,Yes,24,0,27239.0,2.0,41.1346,1.0
531,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,No,24,5947,27239.0,23.7912,0.0,5.4478
532,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,No,24,5947,27239.0,23.7912,0.0,5.4478
533,Active,Female,12th,Student,Current,Yes,No,No,Yes,Yes,No,Yes,Yes,19,500,5000.0,1.0,12.0,1.0
534,Inactive,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,Yes,No,No,Need Improvement,No,40,5947,5000.0,10.0,0.0,5.4478
535,Dormant,Female,Doctrate,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,37,500,750.0,23.7912,12.0,5.4478
536,Inactive,Female,12th,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,20,2500,850.0,6.0,0.0,5.4478
537,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,25,1000,20000.0,1.0,12.0,1.0
538,Active,Male,Graduate,Salaried,Current,Yes,Yes,No,Yes,Yes,No,Yes,Yes,24,5947,27239.0,23.7912,20.0,1.0
539,Inactive,Female,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,38,5000,27239.0,23.7912,1.0,5.4478
540,Active,Female,Post Graduate,Student,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,24,5947,20000.0,20.0,12.0,1.0
541,Active,Male,Graduate,Salaried,Salaried,Yes,No,No,No,No,No,Need Improvement,Yes,26,5947,12000.0,8.0,12.0,2.0
542,Dormant,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Yes,Yes,25,3000,1000.0,2.0,35.0,1.0
543,Active,Male,Post Graduate,Business,Pension,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54,5947,20000.0,4.0,41.1346,1.0
544,Active,Male,12th,Student,Savings,No,No,No,Yes,No,No,Need Improvement,Yes,24,2000,1000.0,2.0,41.1346,1.0
545,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Need Improvement,Yes,24,2000,1000.0,2.0,41.1346,1.0
546,Active,Male,12th,Business,Savings,No,No,Yes,Yes,No,No,Yes,Yes,40,1000,27239.0,20.0,41.1346,1.0
547,Dormant,Male,Graduate,Student,Savings,No,Yes,No,No,No,No,No,Yes,25,3000,1000.0,3.0,41.1346,2.0
548,Dormant,Male,Graduate,Salaried,Salaried,No,Yes,No,No,No,No,Need Improvement,Yes,30,5947,2000.0,4.0,41.1346,1.0
549,Active,Male,Graduate,Student,Savings,No,No,No,No,No,No,Yes,Yes,28,4000,3000.0,5.0,41.1346,1.0
550,Active,Male,Graduate,Other,Savings,No,No,No,No,No,No,Yes,Yes,27,5000,2500.0,23.7912,41.1346,2.0
551,Active,Male,Graduate,Salaried,Current,No,No,No,No,No,No,No,Yes,28,5000,2000.0,6.0,41.1346,1.0
552,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Yes,Yes,27,5000,500.0,4.0,41.1346,2.0
553,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Yes,Yes,27,5000,500.0,4.0,41.1346,2.0
554,Active,Male,12th,Student,Savings,No,No,No,No,No,No,Yes,Yes,18,5000,4000.0,5.0,41.1346,1.0
555,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Need Improvement,Yes,27,2500,250.0,1.0,35.0,2.0
556,Active,Male,Graduate,Salaried,Salaried,No,No,No,No,No,No,No,Yes,29,4000,3000.0,5.0,12.0,3.0
557,Active,Male,Graduate,Student,Current,No,No,No,No,No,No,No,Yes,30,4000,400.0,9.0,41.1346,3.0
558,Active,Male,Graduate,Student,Savings,No,No,No,No,No,No,Need Improvement,Yes,27,4000,290.0,6.0,41.1346,1.0
559,Active,Male,Graduate,Student,Savings,No,No,No,No,No,No,No,Yes,24,5947,250.0,0.5,41.1346,2.0
560,Active,Male,12th,Student,Other,No,No,No,No,No,No,No,Yes,20,5947,8000.0,0.9,41.1346,1.0
561,Active,Female,12th,Student,Savings,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,18,5000,0.0,1.0,12.0,2.0
562,Active,Female,Post Graduate,Student,Current,Yes,No,No,Yes,No,Yes,No,Yes,25,5947,16250.0,3.0,12.0,5.4478
563,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,27,500,1000.0,1.0,15.0,1.0
564,Active,Male,Doctrate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,37,3000,27239.0,3.0,15.0,1.0
565,Inactive,Male,Doctrate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,37,5947,27239.0,3.0,0.0,5.4478
566,Active,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Need Improvement,Yes,37,5000,27239.0,8.0,7.0,2.0
567,Inactive,Female,10th,Student,Other,Yes,No,No,No,No,No,Need Improvement,No,14,500,4000.0,5.0,0.1,5.4478
568,Dormant,Female,10th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,No,11,500,1000.0,5.0,0.001,5.4478
569,Dormant,Female,Graduate,Other,Savings,Yes,No,No,No,No,No,Need Improvement,No,54,1000,10000.0,3.0,0.1,5.4478
570,Active,Male,Graduate,Salaried,Pension,Yes,Yes,No,No,No,No,No,Yes,54,1000,27239.0,4.0,3.0,5.4478
571,Dormant,Male,Post Graduate,Other,Salaried,Yes,Yes,No,Yes,No,No,Yes,No,44,1000,2000.0,23.7912,0.01,5.4478
572,Inactive,Female,Graduate,Other,Senior Citizen Account,Yes,No,No,No,No,No,Yes,Yes,54,1000,20000.0,5.0,1.0,5.4478
573,Inactive,Male,Doctrate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,No,38,1000,5000.0,23.7912,0.1,5.4478
574,Active,Female,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Need Improvement,Yes,37,1000,27239.0,23.7912,3.0,3.0
575,Active,Male,Doctrate,Other,Savings,Yes,Yes,No,Yes,Yes,No,No,Yes,38,1000,27239.0,4.0,1.0,5.4478
576,Active,Male,Graduate,Student,Savings,Yes,No,Yes,Yes,No,No,Yes,Yes,24,1000,27239.0,3.0,3.0,2.0
577,Dormant,Male,Graduate,Other,Senior Citizen Account,Yes,Yes,No,No,No,No,Yes,No,54,1000,2000.0,2.0,0.1,5.4478
578,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,24,5947,100.0,2.0,10.0,1.0
579,Inactive,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,No,Yes,20,1000,4500.0,23.7912,0.1,5.4478
580,Active,Male,12th,Business,Savings,Yes,No,Yes,Yes,Yes,No,Yes,Yes,48,5000,27239.0,6.0,41.1346,1.0
581,Active,Female,12th,Student,Savings,Yes,No,No,No,Yes,No,Yes,No,19,5000,12000.0,3.0,0.0,1.0
582,Active,Female,Post Graduate,Salaried,Savings,No,No,No,Yes,No,No,Yes,Yes,34,5947,27239.0,10.0,4.0,1.0
583,Active,Female,10th,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,35,1500,1500.0,3.0,12.0,1.0
584,Active,Female,Post Graduate,Salaried,Salaried,No,No,No,No,No,No,No,Yes,33,1300,9899.0,8.0,12.0,1.0
585,Active,Male,Graduate,Business,Current,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,Yes,29,5947,27239.0,23.7912,40.0,1.0
586,Active,Male,10th,Other,Pension,No,No,No,No,No,No,Yes,Yes,54,1000,10000.0,23.7912,2.0,2.0
587,Dormant,Female,12th,Salaried,Salaried,Yes,No,No,No,No,No,Need Improvement,No,28,1500,1500.0,7.0,2.0,5.4478
588,Active,Male,Doctrate,Other,Other,No,No,No,No,No,No,Need Improvement,Yes,54,1400,27239.0,4.0,4.0,2.0
589,Inactive,Female,Post Graduate,Salaried,Savings,Yes,No,No,No,No,No,No,Yes,43,4500,27239.0,6.0,0.1,5.4478
590,Inactive,Female,Post Graduate,Salaried,Savings,Yes,No,No,No,No,No,No,Yes,43,4500,27239.0,6.0,0.1,5.4478
591,Active,Female,12th,Business,Current,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,19,5947,27239.0,8.0,29.0,1.0
592,Active,Male,Graduate,Salaried,Salaried,No,No,No,No,No,No,Need Improvement,Yes,24,2000,27239.0,4.0,12.0,3.0
593,Dormant,Female,Graduate,Other,No Frill ACcount,No,No,No,No,No,No,Need Improvement,No,44,2000,2000.0,8.0,2.0,5.4478
594,Dormant,Male,10th,Other,Savings,No,No,No,No,No,No,No,No,32,1000,1700.0,11.0,2.0,5.4478
595,Dormant,Female,12th,Business,Current,No,No,No,No,No,No,No,No,32,5947,12033.0,2.0,2.0,5.4478
596,Inactive,Female,12th,Business,Current,Yes,No,No,No,No,No,No,Yes,54,5947,18901.0,8.0,0.1,4.0
597,Inactive,Female,Graduate,Student,No Frill ACcount,No,No,No,No,No,No,Need Improvement,Yes,22,1000,1800.0,20.0,0.1,5.4478
598,Active,Female,Post Graduate,Other,Salaried,Yes,No,Yes,No,No,No,Need Improvement,Yes,44,500,27239.0,12.0,12.0,1.0
599,Active,Female,Doctrate,Salaried,Senior Citizen Account,Yes,No,No,No,No,No,Yes,Yes,54,3000,27239.0,1.0,12.0,1.0
600,Inactive,Female,10th,Other,Pension,No,No,No,No,No,No,Need Improvement,Yes,54,2000,27239.0,19.0,0.1,5.4478
601,Dormant,Female,10th,Salaried,Savings,No,No,No,No,No,No,No,No,28,1000,1000.0,3.0,2.0,5.4478
602,Inactive,Female,12th,Student,Savings,No,No,No,No,No,No,No,Yes,18,500,1500.0,2.0,0.1,5.4478
603,Active,Female,Doctrate,Other,Pension,No,No,No,No,No,No,No,Yes,54,5000,27239.0,6.0,12.0,1.0
604,Active,Female,Graduate,Business,Current,Yes,No,No,No,No,No,Need Improvement,No,45,500,6999.0,8.0,12.0,3.0
605,Active,Female,12th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,No,19,200,500.0,5.0,4.0,5.4478
606,Active,Female,10th,Other,No Frill ACcount,Yes,No,No,No,No,No,Yes,Yes,54,0,5000.0,5.0,1.0,5.4478
607,Active,Male,10th,Other,Savings,Yes,Yes,Yes,No,No,No,Yes,Yes,54,1000,15000.0,5.0,4.0,1.0
608,Active,Female,Graduate,Other,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,54,500,27239.0,1.0,8.0,2.0
609,Dormant,Male,10th,Other,Senior Citizen Account,Yes,No,No,No,No,No,No,No,54,200,4000.0,3.0,0.1,5.4478
610,Active,Male,Post Graduate,Salaried,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,42,500,27239.0,5.0,10.0,1.0
611,Dormant,Male,12th,Other,Current,Yes,No,No,No,No,No,No,No,40,500,1000.0,4.0,0.01,5.4478
612,Inactive,Female,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,40,500,5000.0,23.7912,1.0,5.4478
613,Inactive,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,28,500,5000.0,5.0,4.0,5.4478
614,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Need Improvement,Yes,42,500,27239.0,5.0,12.0,1.0
615,Inactive,Female,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,40,500,5000.0,5.0,0.1,5.4478
616,Inactive,Male,Graduate,Salaried,Current,Yes,Yes,No,Yes,No,No,Yes,Yes,24,500,2000.0,23.7912,0.1,5.4478
617,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,No,54,500,1000.0,10.0,0.1,5.4478
618,Active,Female,12th,Other,Other,Yes,No,No,No,No,No,Yes,Yes,35,500,10000.0,5.0,4.0,2.0
619,Active,Male,Graduate,Business,Current,Yes,Yes,Yes,Yes,No,No,Need Improvement,Yes,25,5947,27239.0,2.0,20.0,1.0
620,Dormant,Female,Graduate,Salaried,Savings,No,Yes,No,No,No,No,No,No,30,5000,5000.0,23.7912,2.0,5.4478
621,Active,Male,10th,Other,No Frill ACcount,Yes,Yes,No,No,No,Yes,No,Yes,54,0,0.0,1.0,12.0,1.0
622,Active,Transgender,12th,Student,Savings,Yes,No,Yes,Yes,No,No,Yes,Yes,18,500,10000.0,5.0,12.0,1.0
623,Active,Female,Doctrate,Other,Pension,Yes,No,No,Yes,Yes,No,Yes,Yes,54,500,27239.0,10.0,12.0,1.0
624,Inactive,Male,Post Graduate,Other,Savings,No,No,No,No,No,No,No,No,54,5947,0.0,1.0,0.1,5.4478
625,Dormant,Transgender,12th,Salaried,Salaried,Yes,Yes,No,No,No,Yes,Yes,No,40,5947,4000.0,7.0,2.0,5.4478
626,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,18,1000,27239.0,7.0,15.0,1.0
627,Active,Female,Graduate,Salaried,Savings,No,No,Yes,Yes,No,No,Yes,Yes,23,0,10000.0,10.0,10.0,3.0
628,Active,Female,Graduate,Salaried,Savings,No,No,Yes,Yes,No,No,Yes,Yes,23,0,10000.0,10.0,10.0,3.0
629,Active,Male,Graduate,Student,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,21,1000,500.0,5.0,12.0,1.0
630,Active,Male,Graduate,Business,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,30,500,5000.0,20.0,6.0,5.4478
631,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Yes,Yes,21,5000,10000.0,5.0,12.0,1.0
632,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,18,5947,27239.0,2.0,12.0,2.0
633,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,19,1000,750.0,1.0,41.1346,1.0
634,Inactive,Male,Post Graduate,Salaried,Salaried,No,No,No,Yes,Yes,Yes,Yes,Yes,27,5947,27239.0,23.7912,0.0,5.4478
635,Inactive,Female,Graduate,Student,Current,No,Yes,No,No,No,No,No,Yes,22,2000,500.0,4.0,0.1,5.4478
636,Active,Male,Post Graduate,Salaried,Current,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,27,5947,27239.0,2.0,41.1346,1.0
637,Active,Female,12th,Student,Savings,No,Yes,No,Yes,Yes,No,Yes,Yes,20,5000,10000.0,1.0,2.0,5.4478
638,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,22,500,3000.0,2.0,10.0,1.0
639,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,22,500,3000.0,2.0,10.0,1.0
640,Active,Female,Graduate,Salaried,Savings,Yes,No,No,Yes,No,No,No,Yes,28,5947,800.0,5.0,41.1346,1.0
641,Active,Female,12th,Student,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,20,0,5000.0,5.0,12.0,5.4478
642,Dormant,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,No,Yes,27,1000,500.0,10.0,10.0,5.4478
643,Dormant,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,No,27,5000,-0.55,15.0,2.0,5.4478
644,Active,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Need Improvement,Yes,24,5947,15.0,15.0,41.1346,1.0
645,Active,Male,Post Graduate,Student,Savings,Yes,Yes,No,Yes,Yes,No,Need Improvement,Yes,22,2000,2000.0,1.0,41.1346,1.0
646,Active,Female,12th,Student,Savings,No,No,No,No,Yes,No,Need Improvement,No,17,5000,5000.0,5.0,41.1346,3.0
647,Active,Female,Graduate,Student,Savings,Yes,Yes,No,No,Yes,No,Yes,Yes,19,5947,27239.0,2.0,8.0,1.0
648,Dormant,Female,Graduate,Salaried,Savings,No,Yes,Yes,Yes,No,Yes,Yes,No,45,1000,3550.0,4.0,1.0,5.4478
649,Active,Female,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,45,2000,5012.0,4.0,12.0,1.0
650,Active,Male,Graduate,Student,Savings,Yes,No,No,No,Yes,No,Need Improvement,Yes,19,500,700.0,5.0,5.0,1.0
651,Active,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Need Improvement,Yes,50,2000,10000.0,15.0,12.0,1.0
652,Active,Male,Graduate,Student,Savings,No,No,No,Yes,Yes,No,No,Yes,21,2000,132.0,10.0,12.0,1.0
653,Dormant,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Yes,No,22,100,0.0,5.0,2.0,5.4478
654,Dormant,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Yes,No,22,100,0.0,5.0,2.0,5.4478
655,Active,Male,12th,Other,Savings,No,No,No,Yes,No,No,Yes,Yes,24,2000,100.0,3.0,12.0,1.0
656,Active,Male,Graduate,Business,Salaried,No,Yes,Yes,Yes,No,No,Yes,Yes,38,0,27239.0,1.0,4.0,2.0
657,Dormant,Male,Graduate,Other,No Frill ACcount,Yes,No,Yes,No,No,Yes,Yes,No,54,500,1500.0,23.7912,12.0,5.4478
658,Active,Male,Graduate,Student,Savings,No,No,No,Yes,No,No,Need Improvement,Yes,24,2000,0.0,2.0,12.0,1.0
659,Dormant,Female,Graduate,Student,Savings,Yes,No,No,No,No,Yes,No,Yes,18,5947,5000.0,6.0,41.1346,3.0
660,Active,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Yes,Yes,21,500,300.0,15.0,12.0,1.0
661,Active,Female,Post Graduate,Salaried,Salaried,No,No,No,No,No,No,Need Improvement,No,27,0,0.0,4.0,0.0,-2.0
662,Inactive,Male,10th,Other,Savings,No,No,No,No,No,No,Need Improvement,Yes,45,5947,2000.0,1.0,0.1,5.4478
663,Inactive,Female,Post Graduate,Business,Savings,No,Yes,Yes,No,No,No,No,Yes,19,0,27239.0,15.0,0.1,5.4478
664,Active,Male,Graduate,Student,Savings,Yes,Yes,No,Yes,No,Yes,Yes,No,19,5947,0.0,6.0,0.0,1.0
665,Dormant,Transgender,Doctrate,Other,Pension,No,No,No,Yes,Yes,No,Need Improvement,No,54,5947,27239.0,23.7912,3.0,1.0
666,Active,Male,Post Graduate,Business,Salaried,Yes,No,Yes,Yes,No,No,Need Improvement,Yes,35,5947,27239.0,23.7912,40.0,1.0
667,Active,Female,Post Graduate,Salaried,Salaried,No,No,No,No,No,No,No,No,26,1000,12500.0,2.0,12.0,1.0
668,Active,Female,Graduate,Student,Savings,No,No,No,No,No,No,Yes,Yes,18,0,0.0,2.0,12.0,1.0
669,Dormant,Male,12th,Student,Savings,No,No,No,Yes,No,No,No,No,20,1000,250.0,2.0,0.0,5.4478
670,Active,Female,12th,Student,Savings,No,No,No,No,Yes,No,Need Improvement,Yes,18,3000,4000.0,2.0,2.0,2.0
671,Active,Male,12th,Other,Current,No,No,No,No,No,Yes,Yes,Yes,50,1000,12000.0,23.7912,12.0,1.0
672,Active,Male,12th,Student,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,21,0,250.0,1.0,12.0,1.0
673,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,18,3500,27239.0,20.0,12.0,1.0
674,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,21,500,27239.0,7.0,41.1346,2.0
675,Active,Female,Graduate,Student,Savings,No,No,No,No,No,No,No,No,18,0,0.0,4.0,0.0,1.0
676,Active,Female,12th,Student,Savings,Yes,No,Yes,No,Yes,No,Yes,Yes,19,5000,5000.0,1.0,12.0,1.0
677,Dormant,Female,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,No,36,0,0.0,2.0,2.0,5.4478
678,Active,Male,12th,Student,Savings,No,No,No,Yes,No,No,Yes,No,19,0,100.0,1.0,12.0,1.0
679,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,19,1000,5000.0,5.0,12.0,1.0
680,Active,Male,Graduate,Student,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,22,1000,27.0,10.0,3.0,3.0
681,Active,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,Yes,No,Yes,Yes,Yes,38,5947,5099.0,4.0,12.0,1.0
682,Active,Female,Graduate,Student,Current,No,No,No,No,No,No,Yes,No,20,0,700.0,1.0,7.0,1.0
683,Active,Male,12th,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,19,5947,11000.0,4.0,12.0,1.0
684,Active,Male,12th,Student,Savings,No,No,No,Yes,No,No,No,Yes,18,5947,27239.0,5.0,12.0,1.0
685,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,25,1000,27239.0,2.0,5.0,4.0
686,Inactive,Male,12th,Student,Savings,Yes,No,No,No,No,No,No,Yes,20,1000,0.0,5.0,0.1,-3.4478
687,Dormant,Female,Graduate,Other,Savings,Yes,Yes,No,No,No,No,No,No,24,500,500.0,11.0,2.0,5.4478
688,Active,Male,Graduate,Salaried,Savings,Yes,No,No,Yes,Yes,No,Need Improvement,Yes,23,1500,14500.0,16.0,30.0,1.0
689,Dormant,Female,Graduate,Business,Salaried,Yes,Yes,No,Yes,Yes,Yes,Yes,No,24,5947,27239.0,23.7912,15.0,1.0
690,Active,Male,Graduate,Salaried,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,54,500,3000.0,5.0,12.0,1.0
691,Active,Male,12th,Other,Pension,Yes,No,No,No,No,No,Yes,Yes,27,500,3000.0,2.0,3.0,2.0
692,Dormant,Male,Post Graduate,Salaried,Salaried,Yes,Yes,Yes,No,No,No,No,No,30,1000,600.0,23.7912,10.0,5.4478
693,Active,Male,10th,Other,Pension,Yes,No,No,No,No,No,Need Improvement,Yes,28,500,3000.0,2.0,2.0,3.0
694,Active,Male,Post Graduate,Business,Current,Yes,Yes,No,Yes,Yes,No,Yes,Yes,25,1000,27239.0,15.0,3.0,3.0
695,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,23,500,100.0,3.0,12.0,1.0
696,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,No,Yes,21,0,5000.0,10.0,12.0,1.0
697,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,23,500,2000.0,1.0,12.0,1.0
698,Inactive,Male,10th,Other,Pension,No,Yes,Yes,No,No,Yes,Yes,No,54,0,0.0,15.0,0.1,5.4478
699,Active,Male,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,No,No,Need Improvement,Yes,23,0,27239.0,15.0,12.0,1.0
700,Active,Male,Doctrate,Salaried,Current,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,36,0,27239.0,23.7912,16.0,1.0
701,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,Yes,No,No,No,Yes,Yes,35,1000,27239.0,4.0,2.0,1.0
702,Active,Male,Graduate,Student,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,23,5947,27239.0,15.0,21.0,1.0
703,Active,Male,12th,Student,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,21,5947,7500.0,2.0,15.0,1.0
704,Active,Female,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,37,1000,1000.0,5.0,12.0,1.0
705,Active,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Yes,Yes,23,500,0.0,1.0,12.0,1.0
706,Active,Female,Post Graduate,Student,Savings,No,No,No,Yes,No,No,Yes,Yes,27,1230,154.0,7.0,12.0,1.0
707,Active,Male,Graduate,Student,Savings,No,No,No,No,No,No,No,No,18,0,0.0,6.0,0.0,1.0
708,Inactive,Female,Graduate,Salaried,Salaried,Yes,No,No,No,No,No,No,Yes,27,5947,27239.0,23.7912,0.0,5.4478
709,Dormant,Male,10th,Other,Pension,No,No,No,No,No,No,Need Improvement,No,54,3000,0.0,23.7912,5.0,1.0
710,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,38,500,1500.0,23.7912,2.0,5.4478
711,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,No,No,No,Need Improvement,No,38,1400,1000.0,10.0,10.0,5.4478
712,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,54,1000,27239.0,5.0,5.0,1.0
713,Active,Female,10th,Business,Current,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,43,5947,27239.0,1.0,41.1346,1.0
714,Active,Male,Graduate,Salaried,Current,Yes,Yes,Yes,Yes,No,No,Yes,Yes,27,0,27239.0,7.0,6.0,1.0
715,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,No,No,Yes,No,27,1500,25000.0,23.7912,0.0,5.4478
716,Active,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,29,5000,27239.0,7.0,12.0,1.0
717,Active,Female,Graduate,Not working,Savings,No,No,No,Yes,No,No,Yes,Yes,52,5947,27239.0,1.0,12.0,1.0
718,Active,Female,Graduate,Not working,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,54,5947,27239.0,2.0,12.0,1.0
719,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,54,5947,27239.0,5.0,12.0,1.0
720,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,Yes,No,Need Improvement,Yes,22,2000,11000.0,2.0,10.0,1.0
721,Active,Male,Post Graduate,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,25,3000,27239.0,2.0,41.1346,1.0
722,Active,Female,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,Yes,54,1000,27239.0,3.0,1.0,1.0
723,Active,Female,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,54,2000,27239.0,4.0,10.0,1.0
724,Active,Female,12th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,20,0,2000.0,5.0,12.0,1.0
725,Dormant,Female,Post Graduate,Not working,Savings,Yes,No,No,No,No,No,Yes,No,35,1000,900.0,5.0,10.0,5.4478
726,Active,Male,Graduate,Other,Savings,Yes,Yes,No,No,Yes,No,Yes,Yes,54,5947,27239.0,20.0,20.0,5.4478
727,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,18,1000,5000.0,5.0,12.0,1.0
728,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,40,5947,27239.0,2.0,12.0,1.0
729,Active,Male,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,23,2000,27239.0,1.0,12.0,1.0
730,Active,Male,Graduate,Business,Savings,Yes,No,No,No,No,No,Yes,Yes,23,2000,27239.0,2.0,12.0,1.0
731,Active,Male,Graduate,Salaried,Salaried,Yes,Yes,No,Yes,Yes,No,Yes,Yes,25,1000,27239.0,5.0,12.0,1.0
732,Active,Male,Graduate,Business,Savings,Yes,Yes,No,Yes,Yes,No,Need Improvement,Yes,54,5000,27239.0,5.0,12.0,1.0
